Timestamp,Temperature,Pressure,Flow Rate,RPM,Operational Hours,Requires Maintenance,Load Percent,Is Running
1773495285.190433,18.03557184085355,4.951657745182814,-0.0012116050051508398,-55.537147783731,0.0,False,-0.3746727396522767,False
1773495315.20408,7.113669946493319,73.92900188606721,-2.2510719316331147,-344.2949847206727,30.011241100000007,False,-0.6934357023314144,False
1773495345.224465,7.360312136544678,71.03006270226527,-2.7111273132567733,-167.0962587769613,60.02607119999993,False,-0.7559626681986858,False
1773495375.252374,9.510375344613921,71.2650539214159,-2.896509895016826,-134.90911682142976,90.05112740000004,False,-0.5283121575868048,False
1773495405.255352,7.822891799288303,68.53207887529224,-2.986231078477752,-408.0285009741864,120.05456890000005,False,-0.5342326429802875,False
1773495435.270494,3.608064992073715,72.75664731193731,-2.890962105298558,-366.43952092400184,150.06677639999998,False,-0.5614514715847791,False
1773495465.300685,6.194450395212914,67.96378343057842,-2.8731620489172554,-281.91047404226657,180.09435500000018,False,-0.7212603451357527,False
1773495495.340908,6.2639534920945685,73.6298577964057,-2.847510053281818,-378.82706632019745,210.1214457000001,False,-0.6434621672350858,False
1773495525.364147,4.50973703421981,68.7952103254744,-2.805404962850116,-303.50903471130613,240.1416962000003,False,-0.291695362078859,False
1773495555.371058,7.907511161864561,66.96147516371397,-2.877499693619878,-339.4565496664833,270.15055770000026,False,-0.32031942205181363,False
1773495585.427102,5.225564596973787,75.5954266492607,-2.9344640034703873,-204.90973239075856,300.19225800000004,False,-0.5217326713374167,False
1773495615.453718,7.937964188788063,71.3439488782118,-2.8950627911086744,-207.5742906398602,330.23026419999997,False,-0.6856270034097265,False
1773495645.456423,7.1713533638840445,73.78689342623268,-2.926247588701889,-259.0297058711589,360.2419692000003,False,-0.3250097992102531,False
1773495675.467151,5.977511645613604,74.99143375491623,-2.8687792230999407,-369.28349401354,390.2459537,False,-0.6242330955871049,False
1773495705.502908,7.629682626118748,70.79831406337347,-2.8261516871904537,-385.74567726445963,420.2923753,False,-0.7755238201136002,False
1773495735.516844,7.434609690683454,72.53614787247515,-2.867130632478836,-344.218622248427,450.27559629999996,False,-0.6172914825810079,False
1773495765.572889,8.563032274603138,71.98560501100862,-2.8819515600801804,-331.8021840462151,480.3292236000002,False,-0.7417202221351891,False
1773495795.578757,9.621846806881543,77.25045592809525,-2.8311186397681474,-122.12278726095859,510.28778779999993,False,-0.7666499288084003,False
1773495825.667366,9.52575994046379,67.71341899833969,-2.8058379770096247,-380.8441105613748,540.4018458,False,-0.17619877167542125,False
1773495855.708772,5.616902754280571,63.61046074044276,-2.83826239068115,-151.41343091026144,570.4692282999999,False,-0.42680729806108997,False
1773495885.725355,8.465613694675227,72.54439436651298,-2.895288229395473,-288.14539648281567,600.483275,False,-0.6006664196277689,False
1773495915.731609,9.450643059218505,70.43326003686067,-2.946167351880078,-129.40130533685982,630.4835112000001,False,-0.6726128613143817,False
1773495945.833784,7.744575550534018,68.70134078167476,-2.9866340876114372,-309.0649463309216,660.5492477000003,False,-0.6102903896787472,False
1773495975.870696,8.114976624749305,70.45192265990033,-2.9509770834008395,-425.70657258102653,690.6520909000001,False,-0.3716837111192584,False
1773496005.895741,7.806805299392011,69.8328353769588,-2.9424585841621527,-200.36799565938117,720.6432301,False,-0.433154111132906,False
1773496035.923886,5.4657340891843855,72.2607620010353,-2.9012820789398757,-377.765540571786,750.6938480000003,False,-0.5133139784445051,False
1773496065.992745,4.229184419114544,74.12420394215964,-2.951422289092626,-267.95145750713857,780.7431578000001,False,-0.5678588245178686,False
1773496096.064507,6.615619353423472,76.93264052593553,-2.8983655445428567,-509.5421894442701,810.8068602999997,False,-0.4656764561113404,False
1773496126.071379,5.548676985804432,72.43255339210575,-2.951913786915945,-405.74710238828806,840.8441304000003,False,-0.6058799620511417,False
1773496156.07525,6.853657975410835,67.2561093191508,-2.9185868611018893,-269.36213180599003,870.8493631000006,False,-0.42686707725259554,False
1773496186.132006,7.036762141051845,72.32157256055565,-2.896119530199145,-222.3879345536037,900.8979057000001,False,-0.626584844414291,False
1773496216.14002,8.827225565117716,69.52436315424987,-2.8706830474438574,-359.32310873066956,930.9144644000003,False,-0.5821498149303193,False
1773496246.184594,7.8179751309746575,68.62442131371307,-2.882393072819492,-236.19567728516554,960.9544860999999,False,-0.36982613135441256,False
1773496276.224352,7.802403010142001,64.16136833612215,-2.8910106194169582,-418.3722346378278,991.0065323000003,False,-0.5336707864209462,False
1773496306.255171,6.0506802845764165,66.18001999859138,-2.8281684785926458,-328.93168290987785,1021.0377994000005,False,-0.6150259175850878,False
1773496336.262394,5.129296893790061,69.31757898649674,-2.909303654202953,-291.2007775839966,1051.0426312000004,False,-0.6713202339468816,False
1773496366.287002,9.458779796922965,71.96132350514111,-2.9448025357125345,-152.56390886832475,1081.0556805,False,-0.5023813827855799,False
1773496396.332716,7.316125911026003,70.98798459652524,-2.9787798670279666,-539.719805753194,1111.1133271000003,False,-0.3333820583531167,False
1773496426.348872,6.999335821754765,72.0604129223272,-2.8990446865551136,-417.0141792566677,1141.1207027000005,False,-0.6535469962695508,False
1773496456.382418,7.073857180051106,74.75088282966472,-2.898182227290932,-229.17362655512673,1171.1560936,False,-0.346621640760912,False
1773496486.416658,6.778411881764361,74.50041720202404,-2.863044211506846,-347.84441834097083,1201.1736127,False,-0.7331973586250613,False
1773496516.420319,8.316935961293753,71.15197172013036,-2.9007200739927668,-385.81593274919805,1231.1963626000002,False,-0.22143208595290426,False
1773496546.457584,10.27192765992502,66.87548936655142,-2.950462315396312,-303.641507141242,1261.2266653000001,False,-0.6567359802214172,False
1773496576.501738,9.071808064879933,72.7960768299969,-2.9280988631069342,-336.82776638991487,1291.2633116000002,False,-0.5787263141829753,False
1773496606.551997,3.650147924337118,70.28779468608536,-2.8747025691680754,-297.3552356200196,1321.3112434999998,False,-0.3307318634366857,False
1773496636.60634,8.129152096150877,70.8096438989423,-2.9096569037390347,-379.1786432539934,1351.3615341999998,False,-0.3091235216182828,False
1773496666.648162,9.92196780835024,72.0188234281581,-2.890676987653159,-382.3444636840002,1381.4062872999998,False,-0.6349601147885604,False
1773496696.663804,8.128984887364057,69.89766345692334,-2.8912071390372613,-337.8367189861144,1411.4246001000006,False,-0.37813713024028783,False
1773496726.722042,10.083799975370313,73.54681737336949,-2.888317633094356,-377.2660369497116,1441.481483,False,-0.4129145061491046,False
1773496756.744514,8.267869007834374,70.40648641771061,-2.861251650491017,-527.111976273214,1471.5055506000003,False,-0.8560726757920909,False
1773496786.747985,8.1123001337735,68.894030528619,-2.8534235392869056,-237.46054970344028,1501.5189457000001,False,-0.5661240394260258,False
1773496816.798396,9.107847042051548,67.68498201797952,-2.908294107925678,-440.3434063936486,1531.5284354,False,-0.5949137698483831,False
1773496846.814851,5.8498602690421055,72.95173761918853,-2.843936186124542,-498.25535621816664,1561.5722265999998,False,-0.42682583078480446,False
1773496876.857161,7.224258099747422,75.36561725952211,-2.832753940386185,-266.5994874424608,1591.6250916000004,False,-0.566073496220438,False
1773496906.86727,3.3111178801917256,73.89166093891308,-2.846692979364097,-146.2903081930761,1621.6365799,False,-0.23123298178970736,False
1773496936.873045,7.901431479026195,69.7859932714416,-2.8226626025045465,-444.49468674327284,1651.5859168000002,False,-0.4795190558181385,False
1773496966.930583,3.8589145778784872,68.4798137561096,-2.858833199230758,-302.7045390653517,1681.5208139000001,False,-0.3754101830851113,False
1773496996.9958,8.55849768531758,66.54895786327953,-2.8601060085460652,-472.0545461337364,1711.6885167000005,False,-0.3412443503090993,False
1773497027.020662,6.032968013294946,73.64696588618595,-2.8510478550549907,-159.58838339037345,1741.7770139,False,-0.39297027693892767,False
